RegistryID,TitleOfWork,YearOfInstallation,Status,DescriptionOfwork,ArtistProjectStatement,SiteName,SiteAddress,Neighbourhood,Latitude,Longitude,LocationOnsite,Type,PrimaryMaterial,Ownership,URL,PhotoURL,PhotoCredits,Artists
622,Refined,2016,In place,"Southeast False Creek, the site of this work, was once ahub of industry and processing, but has rapidly beenconverted from a quasi-abandoned and contaminatedbrownfield into a highly-designed, dense residentialneighbourhood. The word refined refers to both theprocess of removing unwanted elements to create anincreasingly homogeneous and pure substance and also tothe perception of characteristics such as elegance,sophistication, and urbanity. The artwork, Refined, drawsspecifically on the forms and processes of salt purificationwhich used to take place in the building immediatelyproximal to the site while exploring the overalltransformation of the neighbourhood itself.The artwork is composed of five pure-white, conicalsculptures of varying heights that sit within a recessed poolof recycled glass. During the day, the pure geometric formsand angular shapes of the surrounding glass elementscatch and play with natural sunlight. At night, warm huedlights, evocative of the colour of salt in its raw unrefinedstate, cast a glow onto the artwork surfaces.",,Manitoba Plaza,1 - 88 West 1st Avenue,Fairview,,,,Sculpture,"Shotcrete, tumbled glass, Lighting",Pinnacle International (West First) Plaza Inc.,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=622,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=622&ImageId=658,Michael Elkan Photography,83
623,Offsite: Your Kingdom to Command,2016,Removed,"Marina Roy uses both natural and processed materials to create a 25 meter mural and tree fountain that stands out in contrast to the glass and concrete office towers in downtown Vancouver. Using a tree salvaged after the 2015 windstorm to build a fountain, and background plywood mural painted with bitumen, made from tar and shellac, cultivated by the female lac bug, Roy’s installation ""Your Kingdom to Command"" speaks to transformation in nature, largely due to human industry.",,Shangri-La - Offsite,1128 West Georgia Street,West End,49.28576200,-123.12394700,West of Shangri-la Hotel (on W. Georgia between Thurlow and Bute),Site Work,,Privately Owned,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=623,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=623&ImageId=823,"Trevor Mills, Vancouver Art Gallery",533
624,Simon Fraser,2015,In place,"Modeled in the pose of Auguste Rodin's The Thinker (1887-1889), ""Simon Fraser"" is a bronze sculpture created to celebrate and honour the explorer Simon Fraser. Simon Fraser's successful exploration of the mighty Fraser River in 1808 was an important journey of discovery, as well as pivotal for the Fraser River's role as a commercial transportation hub for British Columbia.","""I wanted a work of art that asks the viewer to reflect on the changes that have taken place in the Vancouver area since the days of Simon Fraser. Viewers are asked to subject themselves into the position of Simon Fraser by thinking what he may be thinking about, by pondering the question of what he would think of the present that has been constructed. There are no answers as the aim is to think and reflect on the identity of the Vancouver region."" - Ken Lum",Marine Gateway,450 SW Marine Drive,Marpole,49.21025800,-123.11570000,Marine Drive Station on the Canada Line,Sculpture,Bronze,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=624,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=624&ImageId=1032,,3
625,Tools of the Fraser River,2015,In place,"""Tools of the Fraser River"" is an encyclopedic depiction of the tools associated with the Fraser River throughout history. ""Tools of the Fraser River"" and ""Fraser River Stories"" are complementary pieces by Geoffrey Farmer's Every Letter of the Alphabet Printing Ltd.",,Marine Gateway,450 SW Marine Drive,Marpole,49.21027200,-123.11570000,Marine Drive Station on the Canada Line,Site Work,Second surface print on glass,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=625,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=625&ImageId=1031,,335;542
626,Salish Gifts,2015,In place,"""Salish Gifts"" is a series of four sculptural seating vessels created by Musqueam artist Susan Point using traditional symbols to celebrate her people's culture and the importance of the Fraser River to the Musqueam. Original Coast Salish designs are cast into concrete baskets and bronze spindle whorl lids, which then rest on traditional reed mats represented by colourful stone tile. Original old growth cedar spindle whorl carvings, used to create the cast bronze lids for ""Salish Gifts"" are also on display at the office lobby at 450 SW Marine Drive.",,Marine Gateway,450 SW Marine Drive,Marpole,49.21027200,-123.11580000,Marine Drive Station on The Canada Line,Sculpture,"Concrete, bronze and stone",,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=626,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=626&ImageId=1033,,300
627,Kapok Flower Sculpture,2015,In place,"The Kapok flower is the official city flower of Guangzhou, China. The City of Vancouver was presented with a sculpture of this blooming flower in commemoration of the 30th anniversary as being a sister city with Guangzhou. It also symbolizes the strong friendship between the two sister cities. Kapok is a kind of tropical tree found across Guangzhou and known to Chinese people as “Cotton Tree” (Mumian). People in Guangzhou have long grown Kapok trees, using its cotton to make clothes and its flowers as medicine. Cantonese people consider the Kapok tree to have a strong spirit which pushes it to grow high into the sunlight.",,Vancouver City Hall,453 West 12th Avenue,Mount Pleasant,,,West of the south entrance of Vancouver City Hall,Sculpture, #305 Stainless Steel,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=627,,,434
628,Grand Entry,2009,In place,The artists worked individually and collectively on their concept for a series of nine (9) raven sculptures portraying a collective cultural history and perspective. Each of the nine figures represents their respective artist’s expression of the raven’s spirit.,,Hillcrest Centre,4575 Clancy Loranger Way,Mount Pleasant,,,West parkade entry,Sculpture,Foam and epoxy resin,City of Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=628,,,436
629,Home,2009,In place,"Aaron Nelson-Moody led this youth mentorship program to create a housepost. The artist likens the process of revealing the spirit of the post through carving, to the removal of personal barriers and discovering our own spirits. The post depicts an eagle, salmon, and canoe. It was created as part of the 2010 Olympic and Paralympic Winter Games Venues’ Aboriginal Art Program.",,Britannia Community Services Centre,1661 Napier Street,Grandview-Woodland,,,,Site Work,Red cedar,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=629,,,336
630,Journey & Protector,2009,In place,"Two (2) paintings depict a birchbark canoe traveling from the East (home of the artist) to the West (site of the 2010 Olympic and Paralympic Winter Games). The chief within the boat carries his gifts and culture to the West, and he emanates mercy. These paintings are an expression of modern and traditional communication.",,Killarney Community Centre,6260 Killarney Street,Killarney,49.22763400,-123.04440000,,Painting,Acrylic on canvas,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=630,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=630&ImageId=498,Stephanie Chartrand,490
631,"Ngashi Niiji Bineshiinh: Mother, Friend, Small Bird",2009,In place,"Created for the 2010 Olympic and Paralympic Winter Gamres, these clear cast vinyl panels reflect the relationship between the physical and spiritual worlds. Above the depiction of Turtle Island is the Thunderbird, reminding people to give thanks for all the things we take and use, and to replenish and respect our resources. The many animals depicted indicate harmony among creatures, and their innards are exposed, showing their strength.",,Pacific Colliseum,2901 E Hastings Street,Hastings-Sunrise,49.28067400,-123.03489000,Interior,Site Work,Clear cast vinyl,,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=631,,,435
633,Leaf Vane,2014,In place,,"""As metaphor for our environment, I chose to represent the vascular anatomy of the leaf for its potency as a renewable energy system of incredible efficiency. Clearly the ability to photsynthesize water, sunlight and CO2 into stored carbon energy while expiring oxygen to balance the biosphere is a process that enables our survival. The leaf is a biological converter of incredible capacity."" - Doug Taylor",PAL Vancouver Theatre Garden Terrace,300-581 Cardero Street,,,,Theatre Rooftop Garden / Floor 5,Sculpture,Stainless steel,PAL Vancouver,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=633,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=633&ImageId=669,Peter Wall,236
634,Skies Painted with Unnumbered Sparks,2014,Removed,"Janet Echelman created an ariel sculpture to celebrate the 30th anniversary of the TED Conferences taking place in Vancouver in 2014. The art installation was on display from March 17, 2014 through to May 14, 2014. Spanning over 700 feet, the sculpture will traverse over street, pedestrian plaza, and water from the roof of the Fairmont Waterfront to the roof of the Vancouver Convention Centre.",,,,Downtown,,,Outside of the Vancouver Convention Centre and the Fairmont Waterfront Hotel,Other,"Twisted nylon, braided polyester, Honeywell Spectra fiber, and interactive, colored lighting",Janet Echelman,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=634,https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=634&ImageId=500,photo credit Ema Peter,472
